10,2019-03-28 01:30:34,10,OPEN
13,2019-03-28 01:40:07,13,OPEN
10,2019-03-28 01:30:34,10,OPEN
13,2019-03-28 01:40:07,13,OPEN
10,2019-03-28 01:30:34,OPEN
13,2019-03-28 01:40:07,OPEN
