index,time,close,open,high,low,volume
54,2019-04-08 15:00:00,111.444,111.426,111.46,111.426,74
55,2019-04-08 15:10:00,111.436,111.446,111.446,111.414,84
56,2019-04-08 15:20:00,111.433,111.439,111.44,111.412,79
57,2019-04-08 15:30:00,111.438,111.435,111.44,111.426,34
58,2019-04-08 15:40:00,111.423,111.435,111.44,111.42,44
59,2019-04-08 15:50:00,111.442,111.426,111.444,111.422,38
60,2019-04-08 16:00:00,111.449,111.444,111.46,111.442,83
61,2019-04-08 16:10:00,111.448,111.452,111.464,111.437,69
62,2019-04-08 16:20:00,111.451,111.444,111.456,111.426,59
63,2019-04-08 16:30:00,111.448,111.448,111.452,111.437,42
64,2019-04-08 16:40:00,111.452,111.446,111.456,111.44,32
65,2019-04-08 16:50:00,111.452,111.454,111.456,111.445,43
66,2019-04-08 17:00:00,111.461,111.449,111.474,111.446,54
67,2019-04-08 17:10:00,111.473,111.464,111.486,111.457,49
68,2019-04-08 17:20:00,111.474,111.47,111.484,111.468,44
69,2019-04-08 17:30:00,111.496,111.478,111.498,111.469,71
70,2019-04-08 17:40:00,111.482,111.494,111.5,111.478,59
71,2019-04-08 17:50:00,111.463,111.485,111.485,111.46,43
72,2019-04-08 18:00:00,111.454,111.46,111.467,111.448,48
73,2019-04-08 18:10:00,111.457,111.457,111.464,111.451,51
74,2019-04-08 18:20:00,111.46,111.454,111.472,111.452,45
75,2019-04-08 18:30:00,111.432,111.463,111.468,111.427,60
76,2019-04-08 18:40:00,111.417,111.429,111.434,111.417,28
77,2019-04-08 18:50:00,111.412,111.414,111.414,111.398,31
78,2019-04-08 19:00:00,111.434,111.41,111.441,111.407,31
79,2019-04-08 19:10:00,111.434,111.432,111.442,111.428,50
80,2019-04-08 19:20:00,111.471,111.431,111.471,111.431,65
81,2019-04-08 19:30:00,111.443,111.469,111.472,111.443,33
82,2019-04-08 19:40:00,111.44,111.44,111.442,111.426,31
83,2019-04-08 19:50:00,111.468,111.438,111.468,111.433,68
84,2019-04-08 20:00:00,111.464,111.466,111.48,111.456,60
85,2019-04-08 20:10:00,111.45,111.466,111.468,111.447,49
86,2019-04-08 20:20:00,111.446,111.452,111.463,111.446,29
87,2019-04-08 20:30:00,111.434,111.444,111.45,111.428,45
88,2019-04-08 20:40:00,111.453,111.432,111.456,111.426,54
89,2019-04-08 20:50:00,111.452,111.456,111.46,111.43,46
90,2019-04-08 21:00:00,111.468,111.45,111.472,111.45,44
91,2019-04-08 21:10:00,111.453,111.47,111.472,111.448,68
92,2019-04-08 21:20:00,111.459,111.456,111.473,111.45,101
93,2019-04-08 21:30:00,111.437,111.457,111.466,111.433,75
94,2019-04-08 21:40:00,111.406,111.434,111.447,111.406,83
95,2019-04-08 21:50:00,111.36,111.404,111.404,111.36,105
96,2019-04-08 22:00:00,111.374,111.358,111.379,111.348,67
97,2019-04-08 22:10:00,111.354,111.372,111.389,111.344,117
98,2019-04-08 22:20:00,111.326,111.356,111.358,111.308,149
99,2019-04-08 22:30:00,111.312,111.324,111.329,111.304,152
100,2019-04-08 22:40:00,111.312,111.309,111.332,111.306,79
101,2019-04-08 22:50:00,111.312,111.309,111.316,111.284,117
102,2019-04-08 23:00:00,111.377,111.314,111.386,111.312,191
103,2019-04-08 23:10:00,111.402,111.374,111.405,111.352,110
104,2019-04-08 23:20:00,111.388,111.404,111.409,111.372,76
105,2019-04-08 23:30:00,111.368,111.386,111.392,111.366,67
106,2019-04-08 23:40:00,111.388,111.365,111.391,111.36,89
107,2019-04-08 23:50:00,111.418,111.39,111.421,111.366,170
108,2019-04-09 00:00:00,111.472,111.421,111.526,111.413,256
109,2019-04-09 00:10:00,111.468,111.474,111.489,111.455,92
110,2019-04-09 00:20:00,111.478,111.466,111.478,111.433,71
111,2019-04-09 00:30:00,111.495,111.476,111.51,111.476,63
112,2019-04-09 00:40:00,111.484,111.498,111.506,111.479,44
113,2019-04-09 00:50:00,111.473,111.486,111.492,111.47,58
114,2019-04-09 01:00:00,111.47,111.476,111.478,111.455,74
115,2019-04-09 01:10:00,111.478,111.473,111.483,111.464,56
116,2019-04-09 01:20:00,111.478,111.481,111.486,111.473,40
117,2019-04-09 01:30:00,111.452,111.481,111.481,111.452,43
118,2019-04-09 01:40:00,111.447,111.45,111.45,111.438,32
119,2019-04-09 01:50:00,111.454,111.45,111.468,111.448,29
120,2019-04-09 02:00:00,111.482,111.457,111.482,111.457,38
121,2019-04-09 02:10:00,111.478,111.479,111.483,111.472,19
