id,trade_id,create_time,update_time,price,price_target,price_close,state,instrument,units,unrealized_pl,pl,event_open_id,event_close_id,trend_1,trend_2,judge_1,judge_2,rule_1,rule_2,rule_3,rule_4,memo
2,1182,2019-06-06 18:04:43.820246,2019-06-06 06:31:54.516928,108.166,108.27,108.21799999999999,OPEN,USD_JPY,10.0,0.0,0.0,5,99.0,30.59860309390082,-0.3169657921476594,False,True,False,False,False,True,15.14081865087658
3,1185,2019-06-06 08:12:22.991507,,108.12,108.22,,open,USD_JPY,100000.0,0.0,,5,,15.422177791315589,4.966945453010142,False,True,False,False,False,True,10.194561622162865
