index,time,close,open,high,low,volume
408,2019-04-08 23:58:50,111.37,111.37,111.37,111.37,1
409,2019-04-08 23:58:55,111.373,111.368,111.373,111.368,3
410,2019-04-08 23:59:00,111.376,111.376,111.376,111.376,1
411,2019-04-08 23:59:05,111.378,111.378,111.378,111.378,1
412,2019-04-08 23:59:10,111.383,111.381,111.383,111.381,2
413,2019-04-08 23:59:15,111.388,111.386,111.388,111.386,2
414,2019-04-08 23:59:20,111.399,111.391,111.399,111.391,10
415,2019-04-08 23:59:25,111.408,111.401,111.408,111.401,4
416,2019-04-08 23:59:30,111.418,111.41,111.418,111.408,6
417,2019-04-08 23:59:35,111.418,111.42,111.421,111.418,6
